age,job,marital,education,default,housing,loan,duration,campaign,y
35,0,2,0,1,0,0,95,3,0
37,9,1,2,1,2,0,46,3,0
52,3,1,0,1,2,0,84,3,0
41,0,1,2,1,2,0,344,3,0
31,9,1,5,0,0,0,157,5,0
40,1,0,1,0,0,0,162,4,0
45,2,1,2,0,0,0,249,4,0
47,4,1,6,0,0,0,24,12,0
39,0,1,3,0,1,1,185,4,0
45,0,0,6,1,2,0,212,5,0
26,0,2,3,0,2,0,195,2,0
36,1,2,0,0,2,0,143,4,0
33,1,1,2,0,0,0,68,2,0
38,4,1,6,0,2,0,274,6,0
50,1,1,0,1,2,0,152,5,0
37,1,2,3,0,0,0,325,4,0
39,1,1,2,0,0,0,249,4,0
36,0,2,3,0,2,2,111,4,0
35,0,1,3,0,2,0,81,4,0
31,1,1,2,0,2,0,181,4,0
31,10,2,5,0,0,0,92,2,0
32,1,1,2,0,0,0,85,2,0
51,2,0,7,0,2,0,141,6,0
39,1,0,2,0,2,0,182,6,0
25,7,1,3,0,2,0,530,7,0
40,3,2,6,0,0,0,160,3,0
28,7,1,3,0,2,0,176,4,0
29,4,1,6,0,0,0,134,2,0
57,1,1,5,1,1,1,514,5,0
53,1,1,2,1,0,0,181,5,0
39,1,1,2,1,0,0,504,4,1
60,9,0,5,1,2,0,160,3,0
42,1,1,0,1,0,0,267,3,0
30,0,1,6,0,2,0,907,2,0
34,9,1,6,0,0,0,200,1,0
43,9,2,5,0,0,0,139,1,0
38,1,1,1,0,2,0,147,1,0
35,0,2,6,0,2,0,153,1,0
26,0,2,3,0,0,0,109,1,0
31,1,1,2,0,2,0,97,2,0
55,10,1,0,1,2,0,164,1,0
59,3,1,0,1,0,2,70,1,0
28,1,2,2,0,1,1,71,1,0
48,1,1,2,0,2,0,723,1,0
37,7,1,2,0,2,0,518,1,0
35,1,1,1,1,0,0,147,1,0
30,0,2,3,0,2,2,101,1,0
30,0,2,3,0,0,0,142,1,0
32,0,2,6,1,0,0,1346,1,1
53,0,1,3,0,2,0,520,1,0
34,1,1,0,0,0,0,611,2,0
51,10,1,2,1,2,0,66,1,0
43,0,1,3,0,2,0,135,3,0
54,5,0,0,0,2,0,276,2,0
45,7,2,5,1,0,0,449,1,0
46,4,2,6,0,0,0,98,1,0
57,0,0,6,0,2,0,105,1,0
34,0,0,6,0,0,0,382,2,0
33,3,1,0,0,0,0,213,1,0
48,0,1,3,0,2,0,116,1,0
37,11,1,6,0,0,2,249,3,0
33,6,1,6,0,2,0,50,1,0
36,0,2,6,0,0,2,138,1,0
48,11,1,0,1,0,0,375,1,0
28,1,2,2,0,2,0,49,1,0
30,0,2,6,0,2,0,178,2,0
31,4,2,6,0,0,0,169,1,0
51,10,1,2,1,0,0,1386,1,0
26,0,1,3,1,0,0,155,1,0
40,1,1,1,1,0,0,120,1,0
40,1,1,1,1,2,0,203,1,0
51,1,0,0,0,0,0,244,1,0
30,1,2,2,0,2,0,428,1,0
34,2,1,5,0,2,0,53,1,0
51,1,0,0,0,0,0,360,1,0
39,0,2,3,1,0,0,215,1,0
57,1,1,0,1,0,2,500,2,0
33,9,0,3,0,0,0,207,1,0
33,4,1,0,0,2,2,568,4,1
22,1,2,1,1,1,1,270,1,0
38,0,1,6,0,1,1,154,1,0
56,9,1,0,1,1,1,272,1,0
45,7,1,3,0,0,0,229,1,0
50,9,1,5,0,0,0,108,1,0
28,0,1,6,0,2,0,210,1,0
53,9,1,5,1,2,0,383,1,0
39,6,1,0,1,2,0,3366,3,0
33,9,0,5,0,0,0,259,6,0
38,4,1,2,0,2,0,1000,1,1
35,0,2,3,0,2,2,618,1,1
28,1,1,2,1,0,0,237,1,0
30,9,2,6,1,0,0,106,1,0
37,0,2,6,0,0,0,351,1,0
42,3,1,3,1,2,0,218,1,0
35,7,2,3,0,0,2,198,1,0
48,0,0,3,0,0,2,284,2,0
41,9,1,5,1,2,0,190,1,0
26,1,1,2,0,0,0,295,1,0
26,1,2,3,1,0,0,106,1,0
47,1,1,0,1,0,2,93,1,0
58,5,1,7,0,1,1,174,1,0
58,5,1,7,0,1,1,124,1,0
54,4,0,6,0,2,0,62,3,0
38,1,2,2,0,2,0,2231,1,1
40,9,0,6,0,2,0,217,1,0
35,0,1,6,0,2,0,343,1,0
35,1,1,2,0,0,0,227,4,0
34,0,1,5,0,2,0,248,2,0
28,9,1,3,0,0,0,180,1,0
36,7,2,2,0,2,2,117,1,0
42,0,2,3,0,0,0,205,1,0
37,9,2,6,0,2,0,370,1,0
45,7,1,2,0,0,0,427,1,0
48,6,1,2,1,2,0,289,2,0
53,9,1,5,1,2,0,170,1,0
42,9,1,1,0,2,0,705,1,0
53,9,1,5,1,2,0,198,1,0
53,9,1,5,1,2,2,247,1,0
33,1,0,1,1,2,0,226,1,0
30,11,2,6,0,0,0,213,1,0
34,0,1,6,0,0,0,174,1,0
48,9,1,3,0,0,0,166,1,0
34,0,1,6,0,0,0,373,1,0
49,7,0,2,0,2,0,259,1,0
48,9,1,3,0,0,2,340,1,0
38,1,2,6,1,0,0,392,1,0
44,9,1,5,1,2,0,245,1,0
36,1,1,2,1,0,2,136,1,0
44,1,0,0,1,2,0,148,1,0
50,6,1,6,0,2,2,137,1,0
38,1,2,6,1,0,0,456,1,0
41,9,1,5,0,2,0,107,1,0
45,1,1,0,0,0,0,44,1,0
53,0,1,6,0,2,0,118,1,0
36,2,1,6,0,2,0,135,1,0
45,7,1,3,0,2,0,276,1,0
34,7,1,2,1,2,0,150,2,0
37,1,1,5,0,0,2,118,1,0
25,9,2,6,0,2,0,38,1,0
35,0,0,6,0,0,2,232,3,0
34,0,1,6,0,0,0,1167,1,0
32,11,1,1,1,0,0,39,2,0
32,0,0,3,0,0,0,325,1,0
39,6,2,6,0,0,0,311,1,0
36,0,1,3,0,0,2,147,1,0
46,2,1,6,0,2,0,125,1,0
56,2,1,6,0,0,0,98,1,0
37,9,2,2,1,0,2,93,1,0
37,9,2,2,1,0,0,83,1,0
39,1,1,3,0,2,0,67,1,0
52,7,1,7,1,0,0,77,1,0
39,7,1,7,1,0,0,191,1,0
52,7,1,7,1,0,0,144,1,0
51,9,1,5,1,0,0,20,1,0
42,9,2,7,0,0,0,27,1,0
34,9,1,3,0,0,2,174,4,0
28,1,1,2,0,2,0,260,3,0
43,6,2,5,1,2,2,94,1,0
41,9,2,5,0,2,0,122,1,0
54,9,1,5,0,0,2,334,1,0
53,1,1,2,0,2,0,609,2,0
47,0,1,6,1,0,0,202,1,0
47,0,1,6,1,0,0,262,1,0
39,1,1,2,0,0,0,302,1,0
37,7,1,3,0,0,0,121,2,0
40,9,1,5,1,0,0,202,3,0
35,7,0,5,1,0,0,806,1,0
56,0,0,7,1,2,2,31,1,0
36,0,1,3,1,0,0,21,1,0
45,1,1,0,1,2,0,334,2,0
38,9,2,6,0,2,2,156,1,0
41,9,1,5,0,0,0,92,1,0
37,1,1,5,1,0,0,128,2,0
45,0,2,6,0,0,2,766,1,0
48,7,1,3,1,0,0,162,1,0
29,0,2,2,1,0,0,255,5,0
38,9,2,6,0,0,0,137,1,0
48,7,1,3,1,2,0,189,1,0
40,1,1,3,0,0,0,110,1,0
38,1,2,6,1,2,0,395,2,1
42,1,1,0,0,0,0,135,1,0
32,1,1,2,0,0,0,102,4,0
56,0,1,7,1,2,0,705,1,0
54,7,1,7,0,0,0,192,1,0
60,5,1,0,1,0,0,188,2,0
47,0,1,3,1,2,0,139,1,0
46,1,1,7,1,0,0,131,1,0
42,0,2,3,0,0,0,65,1,0
55,1,1,0,1,2,2,266,2,0
37,7,1,3,0,2,0,76,1,0
38,9,2,6,0,0,0,1015,1,1
45,9,1,6,1,2,0,122,1,0
32,1,1,1,0,0,2,60,1,0
37,1,1,5,1,2,2,111,3,0
30,9,1,6,0,2,0,683,2,1
36,1,1,3,0,0,2,100,1,0
48,0,1,3,0,0,0,82,1,0
51,0,2,1,0,0,0,470,1,1
46,3,1,0,0,0,2,149,1,0
48,1,0,0,1,0,0,106,1,0
47,7,1,3,1,0,0,127,2,0
41,1,1,0,1,2,0,320,1,0
53,5,2,5,1,2,0,145,1,0
55,5,1,0,1,2,0,129,1,0
44,4,1,6,1,0,0,730,1,0
48,1,1,0,0,2,0,36,1,0
50,7,1,7,1,0,0,521,1,0
34,1,1,2,0,0,0,95,3,0
38,2,1,2,0,0,0,120,1,0
42,10,2,6,0,0,0,349,1,0
57,5,1,6,0,2,0,768,1,0
58,1,0,0,0,2,0,277,1,0
48,4,1,6,1,2,0,289,1,0
32,0,0,3,0,0,0,473,1,0
35,0,2,6,0,0,0,133,1,0
55,5,1,1,1,0,0,129,1,0
47,1,1,0,0,2,2,386,2,0
31,7,1,1,1,0,0,1001,4,1
38,9,1,5,0,2,0,76,1,0
49,6,1,5,0,2,0,214,1,0
33,6,0,2,0,2,0,355,1,0
27,0,2,6,0,2,2,194,2,0
45,9,1,6,0,2,2,845,1,1
34,4,0,6,0,2,0,208,1,0
38,1,1,0,1,2,0,173,1,0
45,9,2,5,0,0,0,113,2,0
28,0,2,7,0,0,0,109,2,0
54,1,1,0,1,0,0,853,1,0
58,5,1,5,1,0,2,518,1,0
48,1,1,7,1,0,0,124,2,0
57,0,0,2,1,0,0,452,2,0
28,0,1,6,0,1,1,203,2,0
49,1,1,2,1,0,0,813,2,0
60,5,1,6,1,1,1,81,1,0
39,7,0,2,0,0,0,93,1,0
40,6,1,5,0,0,0,119,1,0
58,11,1,0,0,0,2,295,3,0
36,1,1,2,1,0,0,296,1,0
59,5,1,6,0,0,0,916,2,0
42,0,1,1,0,0,0,60,2,0
35,8,2,6,1,0,0,443,1,0
42,1,0,3,0,0,0,225,2,0
37,1,1,3,0,2,0,262,2,0
49,1,1,0,1,0,0,431,2,0
39,1,1,2,1,2,2,358,2,0
46,1,1,2,1,0,0,565,2,0
36,0,1,3,0,0,0,753,6,1
35,9,1,5,0,0,0,103,3,0
51,1,1,0,1,0,0,708,2,0
40,1,0,2,1,2,2,265,1,0
32,1,1,2,0,2,0,255,2,0
42,0,0,6,0,0,0,434,2,0
25,0,2,6,0,0,0,59,1,0
46,1,1,1,1,2,0,305,1,0
42,0,1,1,0,0,0,155,2,0
47,4,1,0,1,2,0,805,2,0
56,0,1,3,0,0,0,242,1,0
27,1,1,0,1,0,0,19,9,0
47,3,1,6,0,0,0,93,6,0
30,4,2,6,0,2,0,211,3,0
48,0,0,3,0,0,0,31,2,0
45,4,1,7,1,2,0,213,5,0
58,5,1,3,0,2,0,104,2,0
39,1,1,2,1,2,0,342,3,0
54,0,1,6,0,0,0,172,2,0
33,4,2,6,0,2,2,160,3,0
58,5,0,5,1,2,0,535,2,0
39,0,1,3,1,2,0,514,5,0
49,6,1,5,0,2,0,276,1,0
33,1,1,2,0,0,0,176,3,0
40,3,0,7,0,0,0,20,1,0
49,7,1,3,0,2,0,161,1,0
50,3,2,7,0,2,0,473,1,0
40,1,2,2,0,0,0,245,4,0
50,7,1,7,1,0,0,144,1,0
30,9,1,6,1,0,0,123,1,0
32,0,1,6,0,2,0,93,2,0
59,5,1,0,1,0,0,188,3,0
53,9,1,5,0,0,0,332,1,0
43,0,0,2,0,1,1,178,2,0
48,6,1,2,1,2,0,318,2,0
47,11,0,0,1,0,0,94,1,0
53,1,1,2,1,2,0,139,2,0
37,0,1,3,1,0,0,152,1,0
26,7,2,3,0,2,0,188,1,0
38,9,2,5,0,2,0,94,2,0
36,0,1,6,0,0,0,54,3,0
45,0,1,2,0,2,0,29,1,0
47,9,1,2,0,2,0,271,1,0
36,9,1,5,0,0,2,95,1,0
47,9,1,2,0,0,0,227,1,0
31,4,1,6,0,0,0,190,1,0
29,1,1,1,0,0,2,60,1,0
42,9,2,7,0,0,0,162,4,0
41,7,1,2,0,2,2,296,1,0
27,9,2,5,0,2,0,125,1,0
35,0,2,3,0,2,0,78,3,0
49,1,1,0,1,2,0,67,2,0
45,1,1,0,0,1,1,93,1,0
50,9,1,1,0,2,0,119,2,0
49,1,1,2,0,2,0,3,1,0
27,1,1,2,0,2,0,297,3,0
58,5,1,5,1,1,1,179,1,0
39,7,1,3,0,0,0,342,2,0
41,9,1,2,0,2,0,420,1,0
45,7,1,3,1,2,0,378,1,0
48,1,1,0,1,2,0,190,1,0
46,0,0,3,1,2,0,354,2,0
49,1,1,0,1,0,0,190,1,0
33,7,1,3,1,0,0,131,1,0
46,1,1,0,1,0,0,367,1,0
51,5,1,0,1,2,2,394,1,0
43,0,1,3,0,2,0,91,2,0
51,0,1,3,1,0,0,280,1,0
43,1,1,2,0,0,0,768,2,0
38,1,1,1,0,0,0,184,1,0
56,10,1,2,1,0,2,43,2,0
34,7,1,3,0,2,2,108,2,0
35,0,2,6,0,2,2,195,2,0
45,0,1,2,1,2,0,109,1,0
43,9,1,2,1,0,2,226,1,0
47,7,0,3,0,1,1,299,3,0
49,11,1,7,0,0,0,192,1,0
36,3,1,3,0,0,0,141,4,0
35,7,1,3,0,2,0,87,1,0
27,1,1,2,0,1,1,169,2,0
54,5,1,3,1,0,0,119,10,0
31,0,1,3,1,2,0,101,13,0
33,1,1,0,1,0,0,210,1,0
29,4,1,6,0,0,0,129,4,0
40,1,1,1,1,2,0,481,3,0
36,0,1,6,0,0,0,215,1,0
51,2,1,2,0,2,0,142,2,0
39,9,1,5,0,0,0,411,2,0
36,4,1,6,0,0,0,93,1,0
30,7,2,3,0,0,0,65,1,0
36,1,0,3,0,0,0,531,2,0
37,9,1,5,0,0,0,34,4,0
46,3,1,0,0,0,0,788,3,0
44,1,1,7,0,0,2,431,1,0
30,4,1,6,0,0,0,851,4,0
30,0,2,3,0,0,0,315,3,0
33,9,2,3,0,0,0,214,1,0
54,4,0,6,0,2,0,92,4,0
44,1,1,7,1,0,0,73,3,0
39,1,2,7,1,0,0,181,3,0
35,7,1,3,0,0,0,159,2,0
55,9,1,5,0,0,0,58,2,0
29,0,2,3,0,2,0,1052,1,0
55,7,1,3,0,0,0,165,2,0
36,9,1,6,0,0,0,309,2,0
39,1,1,1,0,2,0,163,2,0
58,0,1,1,0,2,0,210,3,0
37,0,2,3,0,0,0,165,3,0
28,1,2,1,1,2,0,331,2,0
34,4,1,6,0,2,0,230,3,0
54,5,0,0,0,2,0,584,2,0
27,4,2,6,0,2,0,134,2,0
31,2,2,2,0,0,0,185,6,0
48,1,1,0,0,0,0,295,2,0
46,3,1,0,0,0,0,86,4,0
40,9,2,3,0,0,0,151,4,0
47,7,1,3,1,0,2,69,11,0
47,1,1,5,1,2,0,15,11,0
58,2,1,6,1,0,0,437,2,0
51,6,1,5,1,2,2,139,4,0
36,1,1,2,1,0,0,267,2,0
36,0,1,3,0,2,0,259,5,0
36,1,2,6,1,2,0,165,2,0
46,1,1,0,1,2,0,566,2,0
50,7,1,3,1,2,0,175,2,0
47,4,0,6,0,0,0,198,2,0
60,5,1,3,1,2,0,220,2,0
36,7,1,3,0,0,0,168,2,0
25,6,2,6,0,0,0,247,3,0
40,2,1,6,1,2,0,291,2,0
36,9,1,7,0,2,0,322,2,0
37,7,1,3,1,2,0,194,2,0
46,1,1,7,1,2,0,379,2,0
49,7,1,3,0,0,2,151,2,0
42,9,1,5,1,0,0,166,4,0
37,1,1,3,0,0,0,64,2,0
36,9,1,6,0,2,2,232,4,0
57,1,1,0,0,2,2,647,7,0
39,7,1,2,0,2,0,322,3,0
28,0,1,3,0,0,0,337,6,0
47,1,1,0,0,2,0,133,12,0
42,1,1,2,1,2,0,50,3,0
34,2,1,5,0,0,0,87,2,0
51,1,1,5,0,0,2,771,2,0
30,7,2,7,0,2,0,205,3,0
33,0,2,6,0,2,0,76,2,0
58,1,1,0,0,2,0,318,2,0
36,9,1,2,1,0,0,109,9,0
39,1,0,2,1,0,0,304,2,0
31,7,2,3,0,0,0,209,2,0
45,7,2,5,1,1,1,271,2,0
34,1,2,0,0,2,2,1093,3,0
33,7,0,3,0,0,0,326,4,0
35,1,1,1,1,2,0,389,2,0
39,9,1,5,0,0,0,273,2,0
42,9,2,3,1,0,0,264,3,0
37,0,1,3,0,0,0,1106,4,0
42,1,2,2,0,1,1,195,5,0
48,9,2,7,0,1,1,69,19,0
29,0,1,3,0,0,0,214,2,0
59,5,1,2,0,2,0,87,9,0
32,1,2,2,0,0,0,122,7,0
31,7,1,2,0,0,0,945,2,1
52,4,1,0,1,2,0,288,2,0
46,1,1,7,0,0,0,50,3,0
25,1,1,2,0,0,0,816,3,0
36,2,1,1,0,2,0,284,2,0
23,1,1,5,0,2,0,116,4,0
42,0,2,6,0,2,0,72,4,0
43,0,1,3,0,0,0,232,2,0
29,7,2,3,0,0,2,262,2,0
45,0,1,3,0,2,0,190,5,0
45,2,1,6,0,2,0,1721,2,1
27,9,2,3,1,0,2,351,2,0
35,0,1,3,0,2,0,166,2,0
35,9,1,5,0,0,0,104,2,0
39,1,0,3,0,2,2,163,3,0
29,9,1,5,0,0,0,492,2,0
46,1,0,0,1,0,0,152,3,0
39,0,1,6,0,0,0,109,4,0
34,1,1,1,0,0,0,384,1,0
44,2,0,6,0,2,0,1032,1,0
35,1,1,7,0,0,0,128,2,0
33,9,2,5,0,2,2,65,6,0
41,1,2,2,1,0,0,194,4,0
37,9,1,6,0,0,0,360,2,0
40,0,2,6,1,2,0,96,4,0
42,1,0,2,0,2,0,20,11,0
55,1,1,2,0,2,0,323,4,0
46,4,1,1,1,0,0,332,2,0
37,4,1,6,0,2,0,735,8,0
39,9,1,5,0,0,0,151,2,0
40,1,1,3,0,0,0,158,3,0
52,9,1,3,0,2,2,73,2,0
43,4,1,6,0,1,1,407,4,0
51,1,1,0,0,2,0,438,2,0
45,4,0,2,1,0,0,174,3,0
40,4,0,6,1,0,0,175,3,0
28,8,2,3,1,2,0,313,4,0
33,0,2,3,0,1,1,137,4,0
47,6,1,7,1,0,0,22,3,0
54,4,0,6,0,2,0,328,4,0
46,11,1,6,0,0,0,93,4,0
36,0,1,3,0,0,0,97,2,0
46,10,1,5,1,2,0,219,4,0
45,1,0,2,0,2,0,455,3,0
46,4,1,6,0,0,2,103,6,0
30,7,1,7,0,0,0,133,2,0
55,4,1,7,0,2,2,77,2,0
45,0,1,2,1,2,2,211,2,0
45,0,1,3,0,2,0,72,2,0
51,0,1,0,1,2,0,942,3,1
31,0,2,6,0,0,0,89,2,0
33,0,1,7,0,2,0,108,4,0
45,7,0,3,1,2,0,101,2,0
52,1,1,0,1,2,2,305,3,0
35,10,1,6,0,2,0,387,9,0
50,0,1,3,1,2,0,146,4,0
48,0,1,6,0,2,2,160,1,0
41,4,1,7,1,2,0,70,1,0
58,3,1,6,1,0,0,162,1,0
36,0,2,6,1,0,0,117,4,0
44,1,2,0,0,0,0,381,1,0
38,1,2,6,0,0,0,109,1,0
38,1,1,1,1,2,0,476,1,1
53,1,1,2,0,0,0,178,1,0
37,1,1,2,0,2,0,260,1,0
29,0,2,6,0,0,0,231,1,0
35,7,1,3,0,0,0,188,1,0
59,2,1,3,0,0,0,145,1,0
38,9,1,1,1,2,2,163,3,0
34,9,2,5,0,0,0,27,1,0
28,1,1,2,0,2,0,282,1,0
43,1,1,7,1,0,2,73,1,0
45,1,0,2,0,2,2,48,1,0
31,1,2,2,0,0,0,220,1,0
34,1,1,2,0,0,0,606,1,0
50,4,0,3,1,0,0,82,7,0
38,9,2,6,0,0,0,451,3,0
39,9,1,6,1,0,0,202,2,0
41,9,1,3,0,2,0,832,1,1
29,1,1,1,0,0,2,168,3,0
34,0,2,3,0,2,2,230,1,0
45,9,1,5,1,0,0,69,1,0
42,1,1,0,1,1,1,200,1,0
32,1,1,2,0,0,0,170,1,0
41,1,1,0,0,0,0,142,1,0
49,1,1,0,0,0,0,283,8,0
46,1,1,0,1,0,0,421,1,0
39,1,1,3,1,0,0,278,1,0
45,11,1,7,1,1,1,179,1,0
48,4,1,0,1,0,0,238,1,0
33,1,1,2,0,2,2,110,2,0
52,1,1,1,0,2,0,138,3,0
44,1,1,0,1,0,2,218,2,0
44,4,1,6,0,0,0,158,2,0
33,10,0,2,0,2,0,105,1,0
57,1,0,5,0,0,0,106,1,0
31,4,1,3,0,0,0,217,1,0
52,0,1,3,0,1,1,132,1,0
40,1,2,2,1,2,0,824,2,0
37,0,1,6,0,0,2,243,1,0
39,1,1,1,0,0,0,488,12,0
34,6,2,6,0,2,0,148,2,0
38,9,2,5,1,1,1,159,2,0
43,7,1,3,0,0,0,124,1,0
33,1,1,2,0,0,2,452,1,0
51,7,1,3,0,2,0,114,1,0
51,7,1,3,0,2,0,92,1,0
50,3,1,2,1,2,2,125,1,0
45,1,1,2,1,0,2,145,2,0
27,0,2,3,0,2,0,1328,1,1
50,0,1,6,0,2,0,686,1,0
53,7,1,3,1,2,0,80,1,0
42,4,1,6,1,2,0,265,1,0
41,0,1,3,0,2,0,300,1,0
57,5,1,6,1,0,0,203,1,0
47,1,2,2,0,0,2,71,1,0
29,3,1,3,0,0,0,534,1,0
39,10,2,6,0,0,2,243,1,0
33,7,2,1,1,2,0,230,1,0
51,7,1,3,1,2,0,127,3,0
37,1,1,0,1,2,0,1125,2,1
36,0,1,6,1,2,0,136,2,0
48,1,1,0,0,2,0,158,2,0
44,9,2,7,1,0,0,267,2,0
34,1,2,3,1,2,2,257,1,0
54,4,1,6,1,0,0,110,1,0
40,3,0,1,1,2,0,477,5,0
52,4,1,5,0,2,0,456,9,0
33,10,0,2,0,0,0,1321,2,1
35,1,1,2,0,2,0,298,1,0
43,11,1,3,1,0,0,96,1,0
38,7,1,3,0,0,0,483,2,0
55,0,1,3,0,0,2,213,1,0
42,1,1,0,0,0,0,51,1,0
40,7,2,3,0,2,0,44,1,0
49,0,0,2,0,2,0,164,2,0
54,1,1,2,1,2,0,166,1,0
49,1,1,1,1,2,2,220,2,0
37,7,1,3,0,2,0,178,1,0
54,1,1,2,0,0,0,452,2,0
33,1,1,3,0,0,0,858,1,1
49,1,1,2,0,2,0,87,1,0
36,1,1,1,1,0,0,97,1,0
48,2,1,6,0,2,0,122,1,0
35,8,1,6,0,2,0,629,2,1
42,1,0,1,1,0,0,116,1,0
35,9,0,5,0,0,0,120,1,0
51,10,1,5,0,0,0,122,1,0
48,5,1,2,0,0,0,262,1,0
50,0,0,2,0,2,0,179,1,0
35,0,1,3,1,1,1,35,1,0
45,7,1,3,1,0,0,156,1,0
46,4,0,6,0,1,1,201,1,0
29,7,1,3,1,1,1,159,1,0
39,4,1,6,0,2,0,68,1,0
34,2,1,0,0,0,0,75,1,0
37,0,1,3,0,2,0,191,1,0
26,7,2,3,0,0,0,461,1,0
52,1,1,2,0,0,0,188,1,0
42,0,1,2,0,2,0,117,6,0
44,1,0,0,1,2,0,546,1,0
55,1,1,0,1,2,0,171,1,0
41,9,1,2,0,0,0,351,1,0
53,7,1,3,0,0,0,429,1,0
39,0,1,0,0,2,0,249,2,0
40,9,1,5,0,0,0,568,1,0
42,7,1,5,0,2,0,299,1,0
29,7,0,3,0,0,0,282,1,0
30,1,0,2,0,2,0,211,1,0
41,3,1,1,0,0,0,77,1,0
30,1,0,2,0,2,0,283,1,0
52,1,1,2,0,2,0,263,1,0
41,3,1,1,0,0,0,189,1,0
34,9,0,5,0,0,0,91,1,0
40,0,2,3,0,0,0,32,1,0
34,1,1,2,0,0,0,139,2,0
42,1,1,1,0,2,0,347,1,0
35,1,1,2,0,0,2,58,1,0
28,2,1,6,0,0,0,152,1,0
29,7,0,3,0,0,0,869,1,0
50,3,0,0,1,0,0,339,1,0
56,10,0,3,0,2,0,267,1,0
48,0,0,3,0,2,0,34,1,0
29,0,2,6,0,0,0,153,2,0
42,1,1,1,0,0,0,28,2,0
51,4,1,0,0,0,0,216,1,0
29,9,2,5,0,0,0,199,2,0
41,0,2,6,0,2,0,139,1,0
28,7,2,3,0,0,0,322,1,0
34,4,1,6,0,2,0,189,1,0
31,0,1,6,0,0,0,197,2,0
47,1,1,2,0,2,0,224,2,0
40,1,1,0,1,2,0,160,1,0
31,1,1,2,0,0,0,180,1,0
39,10,1,6,0,0,0,191,1,0
52,1,1,0,1,2,2,833,1,0
50,9,1,5,1,2,0,485,2,0
36,1,1,1,0,2,0,57,1,0
56,1,1,2,1,0,0,247,2,0
35,11,1,2,0,0,0,89,1,0
29,0,2,6,0,2,0,849,1,0
29,1,1,5,0,2,2,260,1,0
34,1,2,2,0,0,2,181,1,0
29,1,1,3,0,0,2,125,1,0
50,0,1,3,1,0,0,225,1,0
39,1,1,0,1,2,0,829,1,0
29,1,1,5,0,2,0,749,2,0
41,0,2,3,0,2,2,166,2,0
34,1,1,3,0,0,0,407,2,0
43,9,0,5,1,1,1,182,2,0
48,0,0,3,0,2,0,152,2,0
38,0,1,6,0,0,0,438,4,0
32,0,2,3,0,0,0,387,2,0
35,0,1,3,0,0,0,100,3,0
39,1,1,1,0,0,0,413,2,0
47,1,1,1,0,0,2,191,2,0
41,2,1,0,0,0,0,109,1,0
41,4,1,7,0,0,0,345,2,0
40,1,1,3,0,0,0,1028,2,1
43,11,1,6,0,0,0,566,2,0
35,7,1,3,0,0,0,38,1,0
49,7,1,3,0,2,0,214,1,0
40,7,1,3,1,2,0,248,2,0
24,8,2,3,1,0,0,246,1,0
49,1,1,2,1,2,0,170,2,0
41,4,1,6,1,2,0,136,8,0
44,0,1,6,0,2,0,98,1,0
28,7,0,3,0,2,0,225,2,0
41,1,1,2,0,0,0,230,1,0
35,9,1,6,0,0,0,364,1,0
35,1,2,1,1,2,0,784,1,0
32,1,1,1,1,2,2,93,11,0
45,0,1,6,0,0,0,57,2,0
36,9,1,5,0,2,0,160,2,0
41,9,1,2,0,2,0,210,2,0
40,0,2,3,0,2,0,222,2,0
41,0,2,6,0,0,0,265,2,0
43,1,2,0,1,0,0,21,10,0
38,9,1,5,1,2,0,157,1,0
28,2,1,0,1,2,0,143,1,0
36,7,2,7,0,2,0,230,2,0
28,2,1,0,1,0,0,117,1,0
35,9,1,5,0,0,0,161,2,0
56,4,1,6,0,0,0,350,2,0
25,1,2,2,0,2,0,155,1,0
59,1,1,0,0,2,0,162,1,0
28,2,1,0,1,2,0,565,1,0
56,7,1,2,1,0,0,44,5,0
33,0,2,6,0,0,0,337,1,0
36,0,0,3,0,2,0,416,2,0
41,9,1,2,0,0,0,102,2,0
35,11,1,2,0,0,2,129,2,0
24,7,2,3,0,2,0,977,1,0
35,6,2,1,1,0,2,138,2,0
32,9,0,5,0,2,0,70,2,0
29,9,1,5,0,0,0,71,1,0
31,1,1,1,1,2,0,251,2,0
33,1,1,1,1,0,0,75,1,0
33,4,1,3,1,2,0,110,1,0
42,0,1,5,0,0,0,230,2,0
34,7,1,3,1,0,0,48,1,0
29,9,1,5,0,2,0,369,1,0
38,1,1,2,0,0,0,136,1,0
45,1,1,2,1,0,0,22,4,0
33,0,1,6,0,2,0,174,2,0
42,1,1,2,1,2,0,378,1,0
36,7,1,1,0,0,0,80,1,0
45,1,1,0,0,2,0,144,1,0
32,7,2,3,0,0,0,380,4,0
37,0,1,6,0,2,0,108,1,0
40,1,1,1,0,2,0,927,1,1
26,1,1,1,0,0,0,389,1,0
35,4,1,6,0,2,2,192,1,0
35,4,1,6,0,0,0,273,1,0
30,7,1,3,1,0,0,48,1,0
36,4,1,6,0,2,0,8,1,0
36,4,1,6,0,0,0,90,1,0
40,1,1,7,1,0,0,221,1,0
26,8,2,6,0,2,0,217,1,0
54,3,0,0,1,0,0,762,2,0
51,9,1,5,0,0,0,302,2,0
45,1,2,2,0,2,2,411,1,0
36,1,1,2,0,0,0,179,1,0
58,0,0,6,0,0,0,245,2,0
33,2,1,3,0,0,0,746,1,0
50,3,1,2,1,0,0,673,2,0
33,1,1,0,0,2,2,220,7,0
31,7,1,3,0,0,0,232,1,0
34,0,2,3,0,0,0,106,4,0
